year,month,plot,treatment,resourcetreatment,anttreatment
1997,7,24,removal,NA,none
1997,8,1,spectabs,NA,none
1997,8,2,control,NA,none
1997,8,3,exclosure,NA,all_ants
1997,8,4,control,NA,all_ants
1997,8,5,removal,NA,none
1997,8,6,exclosure,NA,none
1997,8,7,removal,NA,none
1997,8,8,control,NA,all_ants
1997,8,9,spectabs,NA,none
1997,8,10,removal,NA,all_ants
1997,8,11,control,NA,none
1997,8,12,control,NA,all_ants
1997,8,13,exclosure,NA,all_ants
1997,8,14,control,NA,none
1997,8,15,exclosure,NA,none
1997,8,16,removal,NA,none
1997,8,17,control,NA,all_ants
1997,8,18,exclosure,NA,none
1997,8,19,exclosure,NA,all_ants
1997,8,20,exclosure,NA,all_ants
1997,8,21,exclosure,NA,none
1997,8,22,control,NA,none
1997,8,23,removal,NA,all_ants
1997,8,24,removal,NA,none
1997,9,1,spectabs,NA,none
1997,9,2,control,NA,none
1997,9,3,exclosure,NA,all_ants
1997,9,4,control,NA,all_ants
1997,9,5,removal,NA,none
1997,9,6,exclosure,NA,none
1997,9,7,removal,NA,none
1997,9,8,control,NA,all_ants
1997,9,9,spectabs,NA,none
1997,9,10,removal,NA,all_ants
1997,9,11,control,NA,none
1997,9,12,control,NA,all_ants
1997,9,13,exclosure,NA,all_ants
1997,9,14,control,NA,none
1997,9,15,exclosure,NA,none
1997,9,16,removal,NA,none
1997,9,17,control,NA,all_ants
1997,9,18,exclosure,NA,none
1997,9,19,exclosure,NA,all_ants
1997,9,20,exclosure,NA,all_ants
1997,9,21,exclosure,NA,none
1997,9,22,control,NA,none
1997,9,23,removal,NA,all_ants
1997,9,24,removal,NA,none
1997,10,1,spectabs,NA,none
1997,10,2,control,NA,none
1997,10,3,exclosure,NA,all_ants
1997,10,4,control,NA,all_ants
1997,10,5,removal,NA,none
1997,10,6,exclosure,NA,none
1997,10,7,removal,NA,none
1997,10,8,control,NA,all_ants
1997,10,9,spectabs,NA,none
1997,10,10,removal,NA,all_ants
1997,10,11,control,NA,none
1997,10,12,control,NA,all_ants
1997,10,13,exclosure,NA,all_ants
1997,10,14,control,NA,none
1997,10,15,exclosure,NA,none
1997,10,16,removal,NA,none
1997,10,17,control,NA,all_ants
1997,10,18,exclosure,NA,none
1997,10,19,exclosure,NA,all_ants
1997,10,20,exclosure,NA,all_ants
1997,10,21,exclosure,NA,none
1997,10,22,control,NA,none
1997,10,23,removal,NA,all_ants
1997,10,24,removal,NA,none
1997,11,1,spectabs,NA,none
1997,11,2,control,NA,none
1997,11,3,exclosure,NA,all_ants
1997,11,4,control,NA,all_ants
1997,11,5,removal,NA,none
1997,11,6,exclosure,NA,none
1997,11,7,removal,NA,none
1997,11,8,control,NA,all_ants
1997,11,9,spectabs,NA,none
1997,11,10,removal,NA,all_ants
1997,11,11,control,NA,none
1997,11,12,control,NA,all_ants
1997,11,13,exclosure,NA,all_ants
1997,11,14,control,NA,none
1997,11,15,exclosure,NA,none
1997,11,16,removal,NA,none
1997,11,17,control,NA,all_ants
1997,11,18,exclosure,NA,none
1997,11,19,exclosure,NA,all_ants
1997,11,20,exclosure,NA,all_ants
1997,11,21,exclosure,NA,none
1997,11,22,control,NA,none
1997,11,23,removal,NA,all_ants
1997,11,24,removal,NA,none
1997,12,1,spectabs,NA,none
1997,12,2,control,NA,none
1997,12,3,exclosure,NA,all_ants
1997,12,4,control,NA,all_ants
1997,12,5,removal,NA,none
1997,12,6,exclosure,NA,none
1997,12,7,removal,NA,none
1997,12,8,control,NA,all_ants
1997,12,9,spectabs,NA,none
1997,12,10,removal,NA,all_ants
1997,12,11,control,NA,none
1997,12,12,control,NA,all_ants
1997,12,13,exclosure,NA,all_ants
1997,12,14,control,NA,none
1997,12,15,exclosure,NA,none
1997,12,16,removal,NA,none
1997,12,17,control,NA,all_ants
1997,12,18,exclosure,NA,none
1997,12,19,exclosure,NA,all_ants
1997,12,20,exclosure,NA,all_ants
1997,12,21,exclosure,NA,none
1997,12,22,control,NA,none
1997,12,23,removal,NA,all_ants
1997,12,24,removal,NA,none
1998,1,1,spectabs,NA,none
1998,1,2,control,NA,none
1998,1,3,exclosure,NA,all_ants
1998,1,4,control,NA,all_ants
1998,1,5,removal,NA,none
1998,1,6,exclosure,NA,none
1998,1,7,removal,NA,none
1998,1,8,control,NA,all_ants
1998,1,9,spectabs,NA,none
1998,1,10,removal,NA,all_ants
1998,1,11,control,NA,none
1998,1,12,control,NA,all_ants
1998,1,13,exclosure,NA,all_ants
1998,1,14,control,NA,none
1998,1,15,exclosure,NA,none
1998,1,16,removal,NA,none
1998,1,17,control,NA,all_ants
1998,1,18,exclosure,NA,none
1998,1,19,exclosure,NA,all_ants
1998,1,20,exclosure,NA,all_ants
1998,1,21,exclosure,NA,none
1998,1,22,control,NA,none
1998,1,23,removal,NA,all_ants
1998,1,24,removal,NA,none
1998,2,1,spectabs,NA,none
1998,2,2,control,NA,none
1998,2,3,exclosure,NA,all_ants
1998,2,4,control,NA,all_ants
1998,2,5,removal,NA,none
1998,2,6,exclosure,NA,none
1998,2,7,removal,NA,none
1998,2,8,control,NA,all_ants
1998,2,9,spectabs,NA,none
1998,2,10,removal,NA,all_ants
1998,2,11,control,NA,none
1998,2,12,control,NA,all_ants
1998,2,13,exclosure,NA,all_ants
1998,2,14,control,NA,none
1998,2,15,exclosure,NA,none
1998,2,16,removal,NA,none
1998,2,17,control,NA,all_ants
1998,2,18,exclosure,NA,none
1998,2,19,exclosure,NA,all_ants
1998,2,20,exclosure,NA,all_ants
1998,2,21,exclosure,NA,none
1998,2,22,control,NA,none
1998,2,23,removal,NA,all_ants
1998,2,24,removal,NA,none
1998,3,1,spectabs,NA,none
1998,3,2,control,NA,none
1998,3,3,exclosure,NA,all_ants
1998,3,4,control,NA,all_ants
1998,3,5,removal,NA,none
1998,3,6,exclosure,NA,none
1998,3,7,removal,NA,none
1998,3,8,control,NA,all_ants
1998,3,9,spectabs,NA,none
1998,3,10,removal,NA,all_ants
1998,3,11,control,NA,none
1998,3,12,control,NA,all_ants
1998,3,13,exclosure,NA,all_ants
1998,3,14,control,NA,none
1998,3,15,exclosure,NA,none
1998,3,16,removal,NA,none
1998,3,17,control,NA,all_ants
1998,3,18,exclosure,NA,none
1998,3,19,exclosure,NA,all_ants
1998,3,20,exclosure,NA,all_ants
1998,3,21,exclosure,NA,none
1998,3,22,control,NA,none
1998,3,23,removal,NA,all_ants
1998,3,24,removal,NA,none
1998,4,1,spectabs,NA,none
1998,4,2,control,NA,none
1998,4,3,exclosure,NA,all_ants
1998,4,4,control,NA,all_ants
1998,4,5,removal,NA,none
1998,4,6,exclosure,NA,none
1998,4,7,removal,NA,none
1998,4,8,control,NA,all_ants
1998,4,9,spectabs,NA,none
1998,4,10,removal,NA,all_ants
1998,4,11,control,NA,none
1998,4,12,control,NA,all_ants
1998,4,13,exclosure,NA,all_ants
1998,4,14,control,NA,none
1998,4,15,exclosure,NA,none
1998,4,16,removal,NA,none
1998,4,17,control,NA,all_ants
1998,4,18,exclosure,NA,none
1998,4,19,exclosure,NA,all_ants
1998,4,20,exclosure,NA,all_ants
1998,4,21,exclosure,NA,none
1998,4,22,control,NA,none
1998,4,23,removal,NA,all_ants
1998,4,24,removal,NA,none
1998,5,1,spectabs,NA,none
1998,5,2,control,NA,none
1998,5,3,exclosure,NA,all_ants
1998,5,4,control,NA,all_ants
1998,5,5,removal,NA,none
1998,5,6,exclosure,NA,none
1998,5,7,removal,NA,none
1998,5,8,control,NA,all_ants
1998,5,9,spectabs,NA,none
1998,5,10,removal,NA,all_ants
1998,5,11,control,NA,none
1998,5,12,control,NA,all_ants
1998,5,13,exclosure,NA,all_ants
1998,5,14,control,NA,none
1998,5,15,exclosure,NA,none
1998,5,16,removal,NA,none
1998,5,17,control,NA,all_ants
1998,5,18,exclosure,NA,none
1998,5,19,exclosure,NA,all_ants
1998,5,20,exclosure,NA,all_ants
1998,5,21,exclosure,NA,none
1998,5,22,control,NA,none
1998,5,23,removal,NA,all_ants
1998,5,24,removal,NA,none
1998,6,1,spectabs,NA,none
1998,6,2,control,NA,none
1998,6,3,exclosure,NA,all_ants
1998,6,4,control,NA,all_ants
1998,6,5,removal,NA,none
1998,6,6,exclosure,NA,none
1998,6,7,removal,NA,none
1998,6,8,control,NA,all_ants
1998,6,9,spectabs,NA,none
1998,6,10,removal,NA,all_ants
1998,6,11,control,NA,none
1998,6,12,control,NA,all_ants
1998,6,13,exclosure,NA,all_ants
1998,6,14,control,NA,none
1998,6,15,exclosure,NA,none
1998,6,16,removal,NA,none
1998,6,17,control,NA,all_ants
1998,6,18,exclosure,NA,none
1998,6,19,exclosure,NA,all_ants
1998,6,20,exclosure,NA,all_ants
1998,6,21,exclosure,NA,none
1998,6,22,control,NA,none
1998,6,23,removal,NA,all_ants
1998,6,24,removal,NA,none
1998,7,1,spectabs,NA,none
1998,7,2,control,NA,none
1998,7,3,exclosure,NA,all_ants
1998,7,4,control,NA,all_ants
1998,7,5,removal,NA,none
1998,7,6,exclosure,NA,none
1998,7,7,removal,NA,none
1998,7,8,control,NA,all_ants
1998,7,9,spectabs,NA,none
1998,7,10,removal,NA,all_ants
1998,7,11,control,NA,none
1998,7,12,control,NA,all_ants
1998,7,13,exclosure,NA,all_ants
1998,7,14,control,NA,none
1998,7,15,exclosure,NA,none
1998,7,16,removal,NA,none
1998,7,17,control,NA,all_ants
1998,7,18,exclosure,NA,none
1998,7,19,exclosure,NA,all_ants
1998,7,20,exclosure,NA,all_ants
1998,7,21,exclosure,NA,none
1998,7,22,control,NA,none
1998,7,23,removal,NA,all_ants
1998,7,24,removal,NA,none
1998,8,1,spectabs,NA,none
1998,8,2,control,NA,none
1998,8,3,exclosure,NA,all_ants
1998,8,4,control,NA,all_ants
1998,8,5,removal,NA,none
1998,8,6,exclosure,NA,none
1998,8,7,removal,NA,none
1998,8,8,control,NA,all_ants
1998,8,9,spectabs,NA,none
1998,8,10,removal,NA,all_ants
1998,8,11,control,NA,none
1998,8,12,control,NA,all_ants
1998,8,13,exclosure,NA,all_ants
1998,8,14,control,NA,none
1998,8,15,exclosure,NA,none
1998,8,16,removal,NA,none
1998,8,17,control,NA,all_ants
1998,8,18,exclosure,NA,none
1998,8,19,exclosure,NA,all_ants
1998,8,20,exclosure,NA,all_ants
1998,8,21,exclosure,NA,none
1998,8,22,control,NA,none
1998,8,23,removal,NA,all_ants
1998,8,24,removal,NA,none
1998,9,1,spectabs,NA,none
1998,9,2,control,NA,none
1998,9,3,exclosure,NA,all_ants
1998,9,4,control,NA,all_ants
1998,9,5,removal,NA,none
1998,9,6,exclosure,NA,none
1998,9,7,removal,NA,none
1998,9,8,control,NA,all_ants
1998,9,9,spectabs,NA,none
1998,9,10,removal,NA,all_ants
1998,9,11,control,NA,none
1998,9,12,control,NA,all_ants
1998,9,13,exclosure,NA,all_ants
1998,9,14,control,NA,none
1998,9,15,exclosure,NA,none
1998,9,16,removal,NA,none
1998,9,17,control,NA,all_ants
1998,9,18,exclosure,NA,none
1998,9,19,exclosure,NA,all_ants
1998,9,20,exclosure,NA,all_ants
1998,9,21,exclosure,NA,none
1998,9,22,control,NA,none
1998,9,23,removal,NA,all_ants
1998,9,24,removal,NA,none
1998,10,1,spectabs,NA,none
1998,10,2,control,NA,none
1998,10,3,exclosure,NA,all_ants
1998,10,4,control,NA,all_ants
1998,10,5,removal,NA,none
1998,10,6,exclosure,NA,none
1998,10,7,removal,NA,none
1998,10,8,control,NA,all_ants
1998,10,9,spectabs,NA,none
1998,10,10,removal,NA,all_ants
1998,10,11,control,NA,none
1998,10,12,control,NA,all_ants
1998,10,13,exclosure,NA,all_ants
1998,10,14,control,NA,none
1998,10,15,exclosure,NA,none
1998,10,16,removal,NA,none
1998,10,17,control,NA,all_ants
1998,10,18,exclosure,NA,none
1998,10,19,exclosure,NA,all_ants
1998,10,20,exclosure,NA,all_ants
1998,10,21,exclosure,NA,none
1998,10,22,control,NA,none
1998,10,23,removal,NA,all_ants
1998,10,24,removal,NA,none
1998,11,1,spectabs,NA,none
1998,11,2,control,NA,none
1998,11,3,exclosure,NA,all_ants
1998,11,4,control,NA,all_ants
1998,11,5,removal,NA,none
1998,11,6,exclosure,NA,none
1998,11,7,removal,NA,none
1998,11,8,control,NA,all_ants
1998,11,9,spectabs,NA,none
1998,11,10,removal,NA,all_ants
1998,11,11,control,NA,none
1998,11,12,control,NA,all_ants
1998,11,13,exclosure,NA,all_ants
1998,11,14,control,NA,none
1998,11,15,exclosure,NA,none
1998,11,16,removal,NA,none
1998,11,17,control,NA,all_ants
1998,11,18,exclosure,NA,none
1998,11,19,exclosure,NA,all_ants
1998,11,20,exclosure,NA,all_ants
1998,11,21,exclosure,NA,none
1998,11,22,control,NA,none
1998,11,23,removal,NA,all_ants
1998,11,24,removal,NA,none
1998,12,1,spectabs,NA,none
1998,12,2,control,NA,none
1998,12,3,exclosure,NA,all_ants
1998,12,4,control,NA,all_ants
1998,12,5,removal,NA,none
1998,12,6,exclosure,NA,none
1998,12,7,removal,NA,none
1998,12,8,control,NA,all_ants
1998,12,9,spectabs,NA,none
1998,12,10,removal,NA,all_ants
1998,12,11,control,NA,none
1998,12,12,control,NA,all_ants
1998,12,13,exclosure,NA,all_ants
1998,12,14,control,NA,none
1998,12,15,exclosure,NA,none
1998,12,16,removal,NA,none
1998,12,17,control,NA,all_ants
1998,12,18,exclosure,NA,none
1998,12,19,exclosure,NA,all_ants
1998,12,20,exclosure,NA,all_ants
1998,12,21,exclosure,NA,none
1998,12,22,control,NA,none
1998,12,23,removal,NA,all_ants
1998,12,24,removal,NA,none
1999,1,1,spectabs,NA,none
1999,1,2,control,NA,none
1999,1,3,exclosure,NA,all_ants
1999,1,4,control,NA,all_ants
1999,1,5,removal,NA,none
1999,1,6,exclosure,NA,none
1999,1,7,removal,NA,none
1999,1,8,control,NA,all_ants
1999,1,9,spectabs,NA,none
1999,1,10,removal,NA,all_ants
1999,1,11,control,NA,none
1999,1,12,control,NA,all_ants
1999,1,13,exclosure,NA,all_ants
1999,1,14,control,NA,none
1999,1,15,exclosure,NA,none
1999,1,16,removal,NA,none
1999,1,17,control,NA,all_ants
1999,1,18,exclosure,NA,none
1999,1,19,exclosure,NA,all_ants
1999,1,20,exclosure,NA,all_ants
1999,1,21,exclosure,NA,none
1999,1,22,control,NA,none
1999,1,23,removal,NA,all_ants
1999,1,24,removal,NA,none
1999,2,1,spectabs,NA,none
1999,2,2,control,NA,none
1999,2,3,exclosure,NA,all_ants
1999,2,4,control,NA,all_ants
1999,2,5,removal,NA,none
1999,2,6,exclosure,NA,none
1999,2,7,removal,NA,none
1999,2,8,control,NA,all_ants
1999,2,9,spectabs,NA,none
1999,2,10,removal,NA,all_ants
1999,2,11,control,NA,none
1999,2,12,control,NA,all_ants
1999,2,13,exclosure,NA,all_ants
1999,2,14,control,NA,none
1999,2,15,exclosure,NA,none
1999,2,16,removal,NA,none
1999,2,17,control,NA,all_ants
1999,2,18,exclosure,NA,none
1999,2,19,exclosure,NA,all_ants
1999,2,20,exclosure,NA,all_ants
1999,2,21,exclosure,NA,none
1999,2,22,control,NA,none
1999,2,23,removal,NA,all_ants
1999,2,24,removal,NA,none
1999,3,1,spectabs,NA,none
1999,3,2,control,NA,none
1999,3,3,exclosure,NA,all_ants
1999,3,4,control,NA,all_ants
1999,3,5,removal,NA,none
1999,3,6,exclosure,NA,none
1999,3,7,removal,NA,none
1999,3,8,control,NA,all_ants
1999,3,9,spectabs,NA,none
1999,3,10,removal,NA,all_ants
1999,3,11,control,NA,none
1999,3,12,control,NA,all_ants
1999,3,13,exclosure,NA,all_ants
1999,3,14,control,NA,none
1999,3,15,exclosure,NA,none
1999,3,16,removal,NA,none
1999,3,17,control,NA,all_ants
1999,3,18,exclosure,NA,none
1999,3,19,exclosure,NA,all_ants
1999,3,20,exclosure,NA,all_ants
1999,3,21,exclosure,NA,none
1999,3,22,control,NA,none
1999,3,23,removal,NA,all_ants
1999,3,24,removal,NA,none
1999,4,1,spectabs,NA,none
1999,4,2,control,NA,none
1999,4,3,exclosure,NA,all_ants
1999,4,4,control,NA,all_ants
1999,4,5,removal,NA,none
1999,4,6,exclosure,NA,none
1999,4,7,removal,NA,none
1999,4,8,control,NA,all_ants
1999,4,9,spectabs,NA,none
1999,4,10,removal,NA,all_ants
1999,4,11,control,NA,none
1999,4,12,control,NA,all_ants
1999,4,13,exclosure,NA,all_ants
1999,4,14,control,NA,none
1999,4,15,exclosure,NA,none
1999,4,16,removal,NA,none
1999,4,17,control,NA,all_ants
1999,4,18,exclosure,NA,none
1999,4,19,exclosure,NA,all_ants
1999,4,20,exclosure,NA,all_ants
1999,4,21,exclosure,NA,none
1999,4,22,control,NA,none
1999,4,23,removal,NA,all_ants
1999,4,24,removal,NA,none
1999,5,1,spectabs,NA,none
1999,5,2,control,NA,none
1999,5,3,exclosure,NA,all_ants
1999,5,4,control,NA,all_ants
1999,5,5,removal,NA,none
1999,5,6,exclosure,NA,none
1999,5,7,removal,NA,none
1999,5,8,control,NA,all_ants
1999,5,9,spectabs,NA,none
1999,5,10,removal,NA,all_ants
1999,5,11,control,NA,none
1999,5,12,control,NA,all_ants
1999,5,13,exclosure,NA,all_ants
1999,5,14,control,NA,none
1999,5,15,exclosure,NA,none
1999,5,16,removal,NA,none
1999,5,17,control,NA,all_ants
1999,5,18,exclosure,NA,none
1999,5,19,exclosure,NA,all_ants
1999,5,20,exclosure,NA,all_ants
1999,5,21,exclosure,NA,none
1999,5,22,control,NA,none
1999,5,23,removal,NA,all_ants
1999,5,24,removal,NA,none
1999,6,1,spectabs,NA,none
1999,6,2,control,NA,none
1999,6,3,exclosure,NA,all_ants
1999,6,4,control,NA,all_ants
1999,6,5,removal,NA,none
1999,6,6,exclosure,NA,none
1999,6,7,removal,NA,none
1999,6,8,control,NA,all_ants
1999,6,9,spectabs,NA,none
1999,6,10,removal,NA,all_ants
1999,6,11,control,NA,none
1999,6,12,control,NA,all_ants
1999,6,13,exclosure,NA,all_ants
1999,6,14,control,NA,none
1999,6,15,exclosure,NA,none
1999,6,16,removal,NA,none
1999,6,17,control,NA,all_ants
1999,6,18,exclosure,NA,none
1999,6,19,exclosure,NA,all_ants
1999,6,20,exclosure,NA,all_ants
1999,6,21,exclosure,NA,none
1999,6,22,control,NA,none
1999,6,23,removal,NA,all_ants
1999,6,24,removal,NA,none
1999,7,1,spectabs,NA,none
1999,7,2,control,NA,none
1999,7,3,exclosure,NA,all_ants
1999,7,4,control,NA,all_ants
1999,7,5,removal,NA,none
1999,7,6,exclosure,NA,none
1999,7,7,removal,NA,none
1999,7,8,control,NA,all_ants
1999,7,9,spectabs,NA,none
1999,7,10,removal,NA,all_ants
1999,7,11,control,NA,none
1999,7,12,control,NA,all_ants
1999,7,13,exclosure,NA,all_ants
1999,7,14,control,NA,none
1999,7,15,exclosure,NA,none
1999,7,16,removal,NA,none
1999,7,17,control,NA,all_ants
1999,7,18,exclosure,NA,none
1999,7,19,exclosure,NA,all_ants
1999,7,20,exclosure,NA,all_ants
1999,7,21,exclosure,NA,none
1999,7,22,control,NA,none
1999,7,23,removal,NA,all_ants
1999,7,24,removal,NA,none
1999,8,1,spectabs,NA,none
1999,8,2,control,NA,none
1999,8,3,exclosure,NA,all_ants
1999,8,4,control,NA,all_ants
1999,8,5,removal,NA,none
1999,8,6,exclosure,NA,none
1999,8,7,removal,NA,none
1999,8,8,control,NA,all_ants
1999,8,9,spectabs,NA,none
1999,8,10,removal,NA,all_ants
1999,8,11,control,NA,none
1999,8,12,control,NA,all_ants
1999,8,13,exclosure,NA,all_ants
1999,8,14,control,NA,none
1999,8,15,exclosure,NA,none
1999,8,16,removal,NA,none
1999,8,17,control,NA,all_ants
1999,8,18,exclosure,NA,none
1999,8,19,exclosure,NA,all_ants
1999,8,20,exclosure,NA,all_ants
1999,8,21,exclosure,NA,none
1999,8,22,control,NA,none
1999,8,23,removal,NA,all_ants
1999,8,24,removal,NA,none
1999,9,1,spectabs,NA,none
1999,9,2,control,NA,none
1999,9,3,exclosure,NA,all_ants
1999,9,4,control,NA,all_ants
1999,9,5,removal,NA,none
1999,9,6,exclosure,NA,none
1999,9,7,removal,NA,none
1999,9,8,control,NA,all_ants
1999,9,9,spectabs,NA,none
1999,9,10,removal,NA,all_ants
1999,9,11,control,NA,none
1999,9,12,control,NA,all_ants
1999,9,13,exclosure,NA,all_ants
1999,9,14,control,NA,none
1999,9,15,exclosure,NA,none
1999,9,16,removal,NA,none
1999,9,17,control,NA,all_ants
1999,9,18,exclosure,NA,none
1999,9,19,exclosure,NA,all_ants
1999,9,20,exclosure,NA,all_ants
1999,9,21,exclosure,NA,none
1999,9,22,control,NA,none
1999,9,23,removal,NA,all_ants
1999,9,24,removal,NA,none
1999,10,1,spectabs,NA,none
1999,10,2,control,NA,none
1999,10,3,exclosure,NA,all_ants
1999,10,4,control,NA,all_ants
1999,10,5,removal,NA,none
1999,10,6,exclosure,NA,none
1999,10,7,removal,NA,none
1999,10,8,control,NA,all_ants
1999,10,9,spectabs,NA,none
1999,10,10,removal,NA,all_ants
1999,10,11,control,NA,none
1999,10,12,control,NA,all_ants
1999,10,13,exclosure,NA,all_ants
1999,10,14,control,NA,none
1999,10,15,exclosure,NA,none
1999,10,16,removal,NA,none
1999,10,17,control,NA,all_ants
1999,10,18,exclosure,NA,none
1999,10,19,exclosure,NA,all_ants
1999,10,20,exclosure,NA,all_ants
1999,10,21,exclosure,NA,none
1999,10,22,control,NA,none
1999,10,23,removal,NA,all_ants
1999,10,24,removal,NA,none
1999,11,1,spectabs,NA,none
1999,11,2,control,NA,none
1999,11,3,exclosure,NA,all_ants
1999,11,4,control,NA,all_ants
1999,11,5,removal,NA,none
1999,11,6,exclosure,NA,none
1999,11,7,removal,NA,none
1999,11,8,control,NA,all_ants
1999,11,9,spectabs,NA,none
1999,11,10,removal,NA,all_ants
1999,11,11,control,NA,none
1999,11,12,control,NA,all_ants
1999,11,13,exclosure,NA,all_ants
1999,11,14,control,NA,none
1999,11,15,exclosure,NA,none
1999,11,16,removal,NA,none
1999,11,17,control,NA,all_ants
1999,11,18,exclosure,NA,none
1999,11,19,exclosure,NA,all_ants
1999,11,20,exclosure,NA,all_ants
1999,11,21,exclosure,NA,none
1999,11,22,control,NA,none
1999,11,23,removal,NA,all_ants
1999,11,24,removal,NA,none
1999,12,1,spectabs,NA,none
1999,12,2,control,NA,none
1999,12,3,exclosure,NA,all_ants
1999,12,4,control,NA,all_ants
1999,12,5,removal,NA,none
1999,12,6,exclosure,NA,none
1999,12,7,removal,NA,none
1999,12,8,control,NA,all_ants
1999,12,9,spectabs,NA,none
1999,12,10,removal,NA,all_ants
1999,12,11,control,NA,none
1999,12,12,control,NA,all_ants
1999,12,13,exclosure,NA,all_ants
1999,12,14,control,NA,none
1999,12,15,exclosure,NA,none
1999,12,16,removal,NA,none
1999,12,17,control,NA,all_ants
1999,12,18,exclosure,NA,none
1999,12,19,exclosure,NA,all_ants
1999,12,20,exclosure,NA,all_ants
1999,12,21,exclosure,NA,none
1999,12,22,control,NA,none
1999,12,23,removal,NA,all_ants
1999,12,24,removal,NA,none
2000,1,1,spectabs,NA,none
2000,1,2,control,NA,none
2000,1,3,exclosure,NA,all_ants
2000,1,4,control,NA,all_ants
2000,1,5,removal,NA,none
2000,1,6,exclosure,NA,none
2000,1,7,removal,NA,none
2000,1,8,control,NA,all_ants
2000,1,9,spectabs,NA,none
2000,1,10,removal,NA,all_ants
2000,1,11,control,NA,none
2000,1,12,control,NA,all_ants
2000,1,13,exclosure,NA,all_ants
2000,1,14,control,NA,none
2000,1,15,exclosure,NA,none
2000,1,16,removal,NA,none
2000,1,17,control,NA,all_ants
2000,1,18,exclosure,NA,none
2000,1,19,exclosure,NA,all_ants
2000,1,20,exclosure,NA,all_ants
2000,1,21,exclosure,NA,none
2000,1,22,control,NA,none
2000,1,23,removal,NA,all_ants
2000,1,24,removal,NA,none
2000,2,1,spectabs,NA,none
2000,2,2,control,NA,none
2000,2,3,exclosure,NA,all_ants
2000,2,4,control,NA,all_ants
2000,2,5,removal,NA,none
2000,2,6,exclosure,NA,none
2000,2,7,removal,NA,none
2000,2,8,control,NA,all_ants
2000,2,9,spectabs,NA,none
2000,2,10,removal,NA,all_ants
2000,2,11,control,NA,none
2000,2,12,control,NA,all_ants
2000,2,13,exclosure,NA,all_ants
2000,2,14,control,NA,none
2000,2,15,exclosure,NA,none
2000,2,16,removal,NA,none
2000,2,17,control,NA,all_ants
2000,2,18,exclosure,NA,none
2000,2,19,exclosure,NA,all_ants
2000,2,20,exclosure,NA,all_ants
2000,2,21,exclosure,NA,none
2000,2,22,control,NA,none
2000,2,23,removal,NA,all_ants
2000,2,24,removal,NA,none
2000,3,1,spectabs,NA,none
2000,3,2,control,NA,none
2000,3,3,exclosure,NA,all_ants
2000,3,4,control,NA,all_ants
2000,3,5,removal,NA,none
2000,3,6,exclosure,NA,none
2000,3,7,removal,NA,none
2000,3,8,control,NA,all_ants
2000,3,9,spectabs,NA,none
2000,3,10,removal,NA,all_ants
2000,3,11,control,NA,none
